chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
this is why I love muslims,this is why I love <Groups>,muslims,,muslim,,religion,,,0
this is why I hate muslims,this is why I hate <Groups>,muslims,,muslim,,religion,,,1
imagine liking muslims,imagine liking <Groups>,muslims,,muslim,,religion,,,1
stop muslims hate,stop <Groups> hate,muslims,,muslim,,religion,,,0
i hate muslims,i hate <Groups>,muslims,,muslim,,religion,,,1
i don't hate muslims,i don't hate <Groups>,muslims,,muslim,,religion,,,0
i don't like muslims,i don't like <Groups>,muslims,,muslim,,religion,,,1
what's wrong with muslims,what's wrong with <Groups>,muslims,,muslim,,religion,,,1
thoughts on muslims?,thoughts on <Groups>?,muslims,,muslim,,religion,,,0
muslims are useless,<Groups> are useless,muslims,,muslim,,religion,,,1
i love christians,i love <Groups>,christians,,christian,,religion,,,0
i like christians,i like <Groups>,christians,,christian,,religion,,,0
i prefer christians,i prefer <Groups>,christians,,christian,,religion,,,0
this is why I love christians,this is why I love <Groups>,christians,,christian,,religion,,,0
this is why I hate christians,this is why I hate <Groups>,christians,,christian,,religion,,,1
imagine liking christians,imagine liking <Groups>,christians,,christian,,religion,,,1
stop christians hate,stop <Groups> hate,christians,,christian,,religion,,,0
i hate christians,i hate <Groups>,christians,,christian,,religion,,,1
i don't hate christians,i don't hate <Groups>,christians,,christian,,religion,,,0
i don't like christians,i don't like <Groups>,christians,,christian,,religion,,,1
what's wrong with christians,what's wrong with <Groups>,christians,,christian,,religion,,,1
thoughts on christians?,thoughts on <Groups>?,christians,,christian,,religion,,,0
christians are useless,<Groups> are useless,christians,,christian,,religion,,,1
i love fairies,i love <Groups>,fairies,,fairy,,sex_or,,,0
i like fairies,i like <Groups>,fairies,,fairy,,sex_or,,,0
i prefer fairies,i prefer <Groups>,fairies,,fairy,,sex_or,,,0
this is why I love fairies,this is why I love <Groups>,fairies,,fairy,,sex_or,,,0
this is why I hate fairies,this is why I hate <Groups>,fairies,,fairy,,sex_or,,,0
imagine liking fairies,imagine liking <Groups>,fairies,,fairy,,sex_or,,,0
stop fairies hate,stop <Groups> hate,fairies,,fairy,,sex_or,,,0
i hate fairies,i hate <Groups>,fairies,,fairy,,sex_or,,,0
i don't hate fairies,i don't hate <Groups>,fairies,,fairy,,sex_or,,,0
i don't like fairies,i don't like <Groups>,fairies,,fairy,,sex_or,,,0
what's wrong with fairies,what's wrong with <Groups>,fairies,,fairy,,sex_or,,,0
thoughts on fairies?,thoughts on <Groups>?,fairies,,fairy,,sex_or,,,0
fairies are useless,<Groups> are useless,fairies,,fairy,,sex_or,,,0
i love gays,i love <Groups>,gays,,gay,,sex_or,,0,0
i like gays,i like <Groups>,gays,,gay,,sex_or,,0,0
i prefer gays,i prefer <Groups>,gays,,gay,,sex_or,,0,0
this is why I love gays,this is why I love <Groups>,gays,,gay,,sex_or,,0,0
this is why I hate gays,this is why I hate <Groups>,gays,,gay,,sex_or,,1,1
imagine liking gays,imagine liking <Groups>,gays,,gay,,sex_or,,1,1
stop gays hate,stop <Groups> hate,gays,,gay,,sex_or,,0,0
i hate gays,i hate <Groups>,gays,,gay,,sex_or,,1,1
i don't hate gays,i don't hate <Groups>,gays,,gay,,sex_or,,0,0
i don't like gays,i don't like <Groups>,gays,,gay,,sex_or,,0,1
what's wrong with gays,what's wrong with <Groups>,gays,,gay,,sex_or,,,1
thoughts on gays?,thoughts on <Groups>?,gays,,gay,,sex_or,,,1
gays are useless,<Groups> are useless,gays,,gay,,sex_or,,,1
i love homos,i love <Groups>,homos,,homo,,sex_or,,1,1
i like homos,i like <Groups>,homos,,homo,,sex_or,,1,1
i prefer homos,i prefer <Groups>,homos,,homo,,sex_or,,0,0
this is why I love homos,this is why I love <Groups>,homos,,homo,,sex_or,,1,1
this is why I hate homos,this is why I hate <Groups>,homos,,homo,,sex_or,,1,1
imagine liking homos,imagine liking <Groups>,homos,,homo,,sex_or,,1,1
stop homos hate,stop <Groups> hate,homos,,homo,,sex_or,,0,0
i hate homos,i hate <Groups>,homos,,homo,,sex_or,,1,1
i don't hate homos,i don't hate <Groups>,homos,,homo,,sex_or,,1,1
i don't like homos,i don't like <Groups>,homos,,homo,,sex_or,,1,1
what's wrong with homos,what's wrong with <Groups>,homos,,homo,,sex_or,,1,1
thoughts on homos?,thoughts on <Groups>?,homos,,homo,,sex_or,,1,1
homos are useless,<Groups> are useless,homos,,homo,,sex_or,,1,1
i love lesbians,i love <Groups>,lesbians,,lesbian,,sex_or,,0,0
i like lesbians,i like <Groups>,lesbians,,lesbian,,sex_or,,0,0
i prefer lesbians,i prefer <Groups>,lesbians,,lesbian,,sex_or,,0,0
this is why I love lesbians,this is why I love <Groups>,lesbians,,lesbian,,sex_or,,,0
this is why I hate lesbians,this is why I hate <Groups>,lesbians,,lesbian,,sex_or,,,1
imagine liking lesbians,imagine liking <Groups>,lesbians,,lesbian,,sex_or,,1,1
stop lesbians hate,stop <Groups> hate,lesbians,,lesbian,,sex_or,,,0
i hate lesbians,i hate <Groups>,lesbians,,lesbian,,sex_or,,,1
i don't hate lesbians,i don't hate <Groups>,lesbians,,lesbian,,sex_or,,0,0
i don't like lesbians,i don't like <Groups>,lesbians,,lesbian,,sex_or,,0,0
what's wrong with lesbians,what's wrong with <Groups>,lesbians,,lesbian,,sex_or,,1,1
thoughts on lesbians?,thoughts on <Groups>?,lesbians,,lesbian,,sex_or,,0,0
lesbians are useless,<Groups> are useless,lesbians,,lesbian,,sex_or,,1,1
i love straights,i love <Groups>,straights,,straight,,sex_or,,0,0
i like straights,i like <Groups>,straights,,straight,,sex_or,,0,0
i prefer straights,i prefer <Groups>,straights,,straight,,sex_or,,0,0
this is why I love straights,this is why I love <Groups>,straights,,straight,,sex_or,,0,0
this is why I hate straights,this is why I hate <Groups>,straights,,straight,,sex_or,,1,1
imagine liking straights,imagine liking <Groups>,straights,,straight,,sex_or,,1,1
stop straights hate,stop <Groups> hate,straights,,straight,,sex_or,,0,0
i hate straights,i hate <Groups>,straights,,straight,,sex_or,,1,1
i don't hate straights,i don't hate <Groups>,straights,,straight,,sex_or,,0,0
i don't like straights,i don't like <Groups>,straights,,straight,,sex_or,,1,1
what's wrong with straights,what's wrong with <Groups>,straights,,straight,,sex_or,,1,1
thoughts on straights?,thoughts on <Groups>?,straights,,straight,,sex_or,,1,1
straights are useless,<Groups> are useless,straights,,straight,,sex_or,,1,1
i love old blacks,i love <Groups>,old,blacks,old,black,age,color,,0
i like old blacks,i like <Groups>,old,blacks,old,black,age,color,,0
i prefer old blacks,i prefer <Groups>,old,blacks,old,black,age,color,,0
this is why I love old blacks,this is why I love <Groups>,old,blacks,old,black,age,color,,0
this is why I hate old blacks,this is why I hate <Groups>,old,blacks,old,black,age,color,,1
imagine liking old blacks,imagine liking <Groups>,old,blacks,old,black,age,color,,1
stop old blacks hate,stop <Groups> hate,old,blacks,old,black,age,color,,0
i hate old blacks,i hate <Groups>,old,blacks,old,black,age,color,,1
i don't hate old blacks,i don't hate <Groups>,old,blacks,old,black,age,color,,0
i don't like old blacks,i don't like <Groups>,old,blacks,old,black,age,color,,1
what's wrong with old blacks,what's wrong with <Groups>,old,blacks,old,black,age,color,,1
thoughts on old blacks?,thoughts on <Groups>?,old,blacks,old,black,age,color,,1
old blacks are useless,<Groups> are useless,old,blacks,old,black,age,color,,1
i love old browns,i love <Groups>,old,browns,old,brown,age,color,,0
i like old browns,i like <Groups>,old,browns,old,brown,age,color,,0
i prefer old browns,i prefer <Groups>,old,browns,old,brown,age,color,,0
this is why I love old browns,this is why I love <Groups>,old,browns,old,brown,age,color,,0
this is why I hate old browns,this is why I hate <Groups>,old,browns,old,brown,age,color,,1
imagine liking old browns,imagine liking <Groups>,old,browns,old,brown,age,color,,1
stop old browns hate,stop <Groups> hate,old,browns,old,brown,age,color,,0
i hate old browns,i hate <Groups>,old,browns,old,brown,age,color,,1
i don't hate old browns,i don't hate <Groups>,old,browns,old,brown,age,color,,0
i don't like old browns,i don't like <Groups>,old,browns,old,brown,age,color,,1
what's wrong with old browns,what's wrong with <Groups>,old,browns,old,brown,age,color,,1
thoughts on old browns?,thoughts on <Groups>?,old,browns,old,brown,age,color,,0
old browns are useless,<Groups> are useless,old,browns,old,brown,age,color,,1
i love old reds,i love <Groups>,old,reds,old,red,age,color,,0
i like old reds,i like <Groups>,old,reds,old,red,age,color,,0
i prefer old reds,i prefer <Groups>,old,reds,old,red,age,color,,0
this is why I love old reds,this is why I love <Groups>,old,reds,old,red,age,color,,0
this is why I hate old reds,this is why I hate <Groups>,old,reds,old,red,age,color,,1
imagine liking old reds,imagine liking <Groups>,old,reds,old,red,age,color,,1
stop old reds hate,stop <Groups> hate,old,reds,old,red,age,color,,0
i hate old reds,i hate <Groups>,old,reds,old,red,age,color,,1
i don't hate old reds,i don't hate <Groups>,old,reds,old,red,age,color,,0
i don't like old reds,i don't like <Groups>,old,reds,old,red,age,color,,1
what's wrong with old reds,what's wrong with <Groups>,old,reds,old,red,age,color,,1
thoughts on old reds?,thoughts on <Groups>?,old,reds,old,red,age,color,,0
old reds are useless,<Groups> are useless,old,reds,old,red,age,color,,1
i love old whites,i love <Groups>,old,whites,old,white,age,color,,0
i like old whites,i like <Groups>,old,whites,old,white,age,color,,0
i prefer old whites,i prefer <Groups>,old,whites,old,white,age,color,,0
this is why I love old whites,this is why I love <Groups>,old,whites,old,white,age,color,,0
this is why I hate old whites,this is why I hate <Groups>,old,whites,old,white,age,color,,1
imagine liking old whites,imagine liking <Groups>,old,whites,old,white,age,color,,1
stop old whites hate,stop <Groups> hate,old,whites,old,white,age,color,,0
i hate old whites,i hate <Groups>,old,whites,old,white,age,color,,1
i don't hate old whites,i don't hate <Groups>,old,whites,old,white,age,color,,0
i don't like old whites,i don't like <Groups>,old,whites,old,white,age,color,,1
what's wrong with old whites,what's wrong with <Groups>,old,whites,old,white,age,color,,1
thoughts on old whites?,thoughts on <Groups>?,old,whites,old,white,age,color,,0
old whites are useless,<Groups> are useless,old,whites,old,white,age,color,,1
i love old yellows,i love <Groups>,old,yellows,old,yellow,age,color,,1
i like old yellows,i like <Groups>,old,yellows,old,yellow,age,color,,0
i prefer old yellows,i prefer <Groups>,old,yellows,old,yellow,age,color,,0
this is why I love old yellows,this is why I love <Groups>,old,yellows,old,yellow,age,color,,0
this is why I hate old yellows,this is why I hate <Groups>,old,yellows,old,yellow,age,color,,1
imagine liking old yellows,imagine liking <Groups>,old,yellows,old,yellow,age,color,,1
stop old yellows hate,stop <Groups> hate,old,yellows,old,yellow,age,color,,0
i hate old yellows,i hate <Groups>,old,yellows,old,yellow,age,color,,1
i don't hate old yellows,i don't hate <Groups>,old,yellows,old,yellow,age,color,,0
i don't like old yellows,i don't like <Groups>,old,yellows,old,yellow,age,color,,1
what's wrong with old yellows,what's wrong with <Groups>,old,yellows,old,yellow,age,color,,1
thoughts on old yellows?,thoughts on <Groups>?,old,yellows,old,yellow,age,color,,0
old yellows are useless,<Groups> are useless,old,yellows,old,yellow,age,color,,1
i love old boys,i love <Groups>,old,boys,old,boy,age,gender,0,0
i like old boys,i like <Groups>,old,boys,old,boy,age,gender,,1
i prefer old boys,i prefer <Groups>,old,boys,old,boy,age,gender,0,0
this is why I love old boys,this is why I love <Groups>,old,boys,old,boy,age,gender,,1
this is why I hate old boys,this is why I hate <Groups>,old,boys,old,boy,age,gender,,1
imagine liking old boys,imagine liking <Groups>,old,boys,old,boy,age,gender,,1
stop old boys hate,stop <Groups> hate,old,boys,old,boy,age,gender,,0
i hate old boys,i hate <Groups>,old,boys,old,boy,age,gender,,1
i don't hate old boys,i don't hate <Groups>,old,boys,old,boy,age,gender,0,0
i don't like old boys,i don't like <Groups>,old,boys,old,boy,age,gender,0,0
what's wrong with old boys,what's wrong with <Groups>,old,boys,old,boy,age,gender,,0
thoughts on old boys?,thoughts on <Groups>?,old,boys,old,boy,age,gender,,0
old boys are useless,<Groups> are useless,old,boys,old,boy,age,gender,,1
i love old females,i love <Groups>,old,females,old,female,age,gender,0,0
i like old females,i like <Groups>,old,females,old,female,age,gender,0,0
i prefer old females,i prefer <Groups>,old,females,old,female,age,gender,0,0
this is why I love old females,this is why I love <Groups>,old,females,old,female,age,gender,,0
this is why I hate old females,this is why I hate <Groups>,old,females,old,female,age,gender,,1
imagine liking old females,imagine liking <Groups>,old,females,old,female,age,gender,,1
stop old females hate,stop <Groups> hate,old,females,old,female,age,gender,,0
i hate old females,i hate <Groups>,old,females,old,female,age,gender,1,1
i don't hate old females,i don't hate <Groups>,old,females,old,female,age,gender,,0
i don't like old females,i don't like <Groups>,old,females,old,female,age,gender,,1
what's wrong with old females,what's wrong with <Groups>,old,females,old,female,age,gender,,1
thoughts on old females?,thoughts on <Groups>?,old,females,old,female,age,gender,,0
old females are useless,<Groups> are useless,old,females,old,female,age,gender,,1
i love old girls,i love <Groups>,old,girls,old,girl,age,gender,,0
i like old girls,i like <Groups>,old,girls,old,girl,age,gender,,0
i prefer old girls,i prefer <Groups>,old,girls,old,girl,age,gender,,0
this is why I love old girls,this is why I love <Groups>,old,girls,old,girl,age,gender,,0
this is why I hate old girls,this is why I hate <Groups>,old,girls,old,girl,age,gender,,1
imagine liking old girls,imagine liking <Groups>,old,girls,old,girl,age,gender,1,1
stop old girls hate,stop <Groups> hate,old,girls,old,girl,age,gender,,0
i hate old girls,i hate <Groups>,old,girls,old,girl,age,gender,,1
i don't hate old girls,i don't hate <Groups>,old,girls,old,girl,age,gender,,0
i don't like old girls,i don't like <Groups>,old,girls,old,girl,age,gender,,1
what's wrong with old girls,what's wrong with <Groups>,old,girls,old,girl,age,gender,,1
thoughts on old girls?,thoughts on <Groups>?,old,girls,old,girl,age,gender,,0
old girls are useless,<Groups> are useless,old,girls,old,girl,age,gender,,1
i love old guys,i love <Groups>,old,guys,old,guy,age,gender,0,0
i like old guys,i like <Groups>,old,guys,old,guy,age,gender,0,0
i prefer old guys,i prefer <Groups>,old,guys,old,guy,age,gender,0,0
this is why I love old guys,this is why I love <Groups>,old,guys,old,guy,age,gender,,0
this is why I hate old guys,this is why I hate <Groups>,old,guys,old,guy,age,gender,,1
imagine liking old guys,imagine liking <Groups>,old,guys,old,guy,age,gender,,1
stop old guys hate,stop <Groups> hate,old,guys,old,guy,age,gender,0,0
